"song_name","song_popularity","Duration_ms","Acousticness","Danceability","Energy","Instrumentalness","Key","Liveness","Loudness","Audio_mode","Speechiness","Tempo","Time_signature","Audio_valence","binomial"
"Smack That",73,212360,0.292,0.937,0.738,0,5,0.106,-5.301,0,0.0478,118.994,4,0.911,1
"Small",43,109882,0.712,0.44,0.138,2.68e-05,1,0.139,-22.792,1,0.0367,77.377,4,0.489,1
"Small Bump",71,259413,0.689,0.81,0.436,0.000151,10,0.11,-12.683,1,0.0717,119.973,NA,0.446,1
"Small Town Saturday Night",56,177986,NA,0.627,0.697,0,8,0.0733,-6.61,1,0.0266,154.086,NA,0.933,1
"Smalltown Boy",24,NA,0.529,0.679,0.564,0.0709,10,NA,-11.247,1,0.0267,134.586,4,0.926,1
"Smells Like Teen Spirit",81,301920,2.55e-05,0.502,0.912,0.000173,1,NA,-4.556,1,0.0564,116.761,4,NA,1
"Smells Like Teen Spirit",77,301920,2.86e-05,0.516,0.906,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.728,1
"Smile",68,196893,0.00143,0.632,0.639,0,5,0.221,-5.938,1,0.0259,95.506,4,0.733,1
"Smile",42,362280,0.0602,0.321,0.58,0.146,1,0.253,-9.937,1,0.0341,113.791,4,0.329,1
"Smile (Living My Best Life) (feat. Snoop Dogg & Ball Greezy)",76,214159,0.09,0.874,0.727,5.83e-06,8,0.0759,-7.689,1,0.0777,98.97,4,0.427,1
"Smoke",51,222115,0.457,0.861,0.125,0.421,0,0.101,-16.482,1,0.0708,78.036,4,0.4,1
"Smoke Filled Room - Acoustic Session",61,189660,0.573,0.735,0.43,0,9,0.111,-9.532,1,0.0349,NA,4,0.522,1
"Smoke Gets In Your Eyes",45,157760,0.925,0.319,0.267,6.04e-05,3,0.546,NA,1,0.0308,113.249,4,0.259,1
"Smoke Gets In Your Eyes - Single Version",45,158546,0.936,0.357,0.269,8.98e-05,3,0.428,-9.981,1,0.0272,57.304,4,0.221,1
"Smoke in My Eyes",48,182500,0.255,0.552,0.833,0,5,0.169,-4.895,0,0.402,192.012,4,0.627,1
"Smoke On the Water",63,342173,0.0983,0.632,0.586,0.581,0,0.0535,-11.333,1,0.0284,114.243,4,0.89,1
"Smoke Rising",52,273866,0.00183,0.572,0.735,0.782,9,0.0765,-6.042,1,0.0266,135.173,4,0.599,1
"Smokeloud",51,210126,0.181,0.714,0.314,0.877,6,0.11,-8.542,1,0.0409,81.993,4,0.571,1
"Smooth",72,294986,NA,0.609,0.923,4.73e-06,9,0.295,-3.908,1,NA,115.996,4,0.961,1
"Smooth Criminal",75,209266,0.00434,0.647,0.964,0.0036,9,0.15,-4.225,0,0.06,126.942,4,0.875,1
"Smooth Motion",41,153563,NA,NA,0.407,0.00208,8,0.138,NA,1,0.293,139.981,4,0.226,1
"Smooth Operator",55,284466,0.0933,NA,0.319,0.000104,4,0.0482,-16.099,0,0.333,92.649,4,0.687,1
"Smooth Sailin'",63,183333,0.413,0.641,0.721,7.15e-06,11,0.246,-6.788,0,0.0451,67.055,4,0.753,1
"Smooth Sailin'",63,183333,0.413,0.641,0.721,7.15e-06,11,0.246,-6.788,0,0.0451,NA,4,0.753,1
"Smother",60,240560,0.925,0.507,0.138,0.0777,1,0.12,-16.447,1,0.0334,124.983,4,0.115,1
"Snake Song",51,168066,0.546,0.58,0.519,0.867,1,0.0959,-12.858,1,0.0372,97.314,NA,0.0384,1
"Snap Yo Fingers",71,274386,0.00647,0.835,0.757,0,8,0.29,-5.029,0,0.23,NA,4,0.626,1
"Snitchfoot",52,167687,0.786,0.644,0.318,0.935,7,0.128,-14.637,1,0.0973,89.31,4,0.297,1
"Snow (Hey Oh)",81,335066,0.127,0.432,0.895,1.16e-05,NA,0.141,-3.682,1,0.0504,104.458,4,0.625,1
"Snow in June",44,75226,0.00485,0.69,0.682,NA,3,0.0569,-7.281,0,0.0393,88.031,4,NA,1
"Snow White",67,261834,0.195,NA,0.559,2.11e-06,NA,0.112,-7.955,0,0.046,88.038,4,0.199,1
"So Appalled",63,397666,0.255,0.629,0.754,0,1,0.63,NA,0,0.289,87.07,4,0.58,1
"So Appalled",63,397666,0.255,0.629,0.754,0,1,0.63,-5.873,0,0.289,87.07,4,0.58,1
"So Cool",64,179067,NA,0.58,0.469,0.0122,4,0.193,-10.02,1,0.0332,152.867,4,0.56,1
"So Do I",54,187913,0.128,0.545,0.903,0,11,0.111,-3.876,1,0.0602,174.115,4,0.847,1
"So Excited",36,234106,0.161,0.549,0.772,0,4,0.0681,-5.82,0,NA,191.414,4,0.663,1
"So Far Gone",43,185918,8.71e-06,0.445,0.92,4.68e-06,2,0.613,-7.585,1,0.0425,92.524,4,0.585,1
"So Fresh, So Clean",67,240026,0.0278,0.725,0.64,0,5,0.099,-7.905,0,0.332,166.029,3,0.915,1
"So Hard To Breathe",41,261133,0.0185,0.543,0.819,0,11,0.207,-5.151,0,0.0732,84.541,4,0.381,1
"So Litt - Original",60,218426,0.0512,0.548,0.704,0,9,0.102,-5.967,1,0.393,78.511,1,0.338,1
"So Mi So",57,245182,0.0062,0.754,0.524,0.000141,2,0.268,-13.453,1,0.0481,105.062,4,0.4,1
"So Much",51,221797,-0.533,0.85,0.658,0,1,0.487,-8.353,0,0.217,129.833,4,0.429,1
"So Now You Know",42,302786,0.00338,0.441,0.849,1.69e-06,6,NA,-5.028,1,0.0347,NA,4,0.121,1
"So Real (Warriors) (feat. Jess Glynne)",61,169996,0.00193,0.723,0.875,3.7e-05,5,0.126,-4.603,0,0.0748,122.979,4,0.435,1
"So Sick",38,207186,0.246,0.452,0.574,0,6,0.189,-8.336,1,0.31,92.791,4,0.58,1
"So Simple",27,218053,0.242,0.737,0.583,0,4,0.404,-7.558,0,0.438,91.999,4,0.392,1
"So Wat Cha Sayin'",47,297333,0.178,0.796,0.701,0.000238,7,0.157,-10.857,1,0.316,102.079,4,NA,1
"So What",65,215160,0.000304,0.535,0.886,2.26e-06,11,0.257,-3.106,1,0.045,126.012,4,0.445,1
"So What",65,215160,0.000304,0.535,0.886,2.26e-06,11,0.257,-3.106,1,0.045,126.012,4,0.445,1
"So What",62,214520,0.000105,0.531,0.864,2.05e-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401,1
"So What",62,214520,0.000105,0.531,0.864,2.05e-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401,1
"So What",62,NA,0.000105,0.531,0.864,2.05e-06,NA,0.346,-2.978,1,0.0433,126.02,4,0.401,1
"So What",56,216000,NA,0.931,0.486,0,6,0.161,-10.558,1,0.139,120.026,4,0.896,1
"So What'Cha Want",52,NA,0.0805,0.767,0.933,5.84e-05,5,0.0818,-8.47,0,0.198,85.49,4,0.798,1
"Soak It Up",45,202865,0.875,0.471,0.585,0.069,9,0.101,-6.334,1,0.198,98.257,3,0.122,1
"Sober",84,197893,0.798,0.397,0.303,4.16e-06,1,0.0824,-10.413,1,0.11,170.22,3,0.17,1
"Sober",77,252013,0.0972,0.699,0.601,1.17e-05,0,0.562,-6.48,1,0.0304,98.04,4,0.434,1
"Sober Up",72,218763,0.282,0.651,0.568,0,5,0.0862,-6.774,1,0.0275,93.006,4,0.805,1
"Sobredosis",44,252826,0.356,0.504,0.708,0.0204,7,0.113,-10.991,0,0.0407,167.808,4,0.964,1
"Sobriety",35,213655,0.445,0.76,0.519,0,7,0.116,-10.719,1,NA,110.017,4,0.392,1
"Sobriety",35,213655,0.445,0.76,0.519,0,7,0.116,NA,1,0.2,110.017,4,0.392,1
"Sofrito",50,366200,0.275,0.644,0.519,0.0192,10,0.0793,-8.895,1,0.0373,117.739,4,0.453,1
"Soft",6,150906,0.64,0.695,0.66,0.816,0,0.0814,-7.51,1,0.0407,82.523,4,0.784,1
"Sogand",18,287120,0.993,0.603,0.224,0.0323,4,0.107,-10.097,0,0.0337,87.748,4,0.385,1
"Soghati",36,369146,0.901,0.205,0.657,0,1,0.137,-4.392,0,0.0331,157.922,3,0.177,1
"Soke",50,218866,0.601,0.639,0.497,5.86e-06,9,0.102,-11.174,1,0.101,203.87,4,0.88,1
"Sola",65,209573,-0.079,0.471,0.179,0,9,NA,-10.273,1,0.089,174.273,4,0.194,1
"Sola",40,218000,0.0506,0.644,0.822,NA,6,0.124,-5.687,0,0.0305,131.952,4,0.964,1
"solace",44,69697,0.761,0.784,0.316,0.931,4,0.124,-20.824,0,0.217,169.994,4,0.617,1
"Solamente Una Vez",47,181866,0.279,0.362,NA,4.08e-05,5,0.0998,-7.424,1,0.0371,NA,4,0.271,1
"Sold (The Grundy County Auction Incident)",60,151506,0.133,0.766,0.859,0,2,0.307,-7.408,1,NA,115.629,4,0.828,1
"Soldado Callejero",51,246360,0.0123,0.636,0.689,0,NA,0.175,-7.14,0,0.22,76.311,4,0.475,1
"Soldado Imperial",49,132597,0.309,0.825,0.79,0,7,0.0977,NA,1,0.128,124.773,4,0.961,1
"Soledad",24,208016,0.565,0.534,0.73,1.51e-06,NA,0.312,-4.778,1,0.0588,169.856,4,0.731,1
"Solid",63,171567,0.002,0.603,0.739,NA,11,0.651,-5.783,1,0.0395,128.029,4,0.21,1
"Solita (feat. Rich The Kid)",69,186482,0.0721,0.699,0.855,0,11,0.0671,-2.728,1,0.0528,124.947,4,0.726,1
"Solo",60,277568,0.0948,0.585,0.872,0.913,4,0.204,NA,0,0.0384,120.013,4,0.223,1
"Solo",53,346285,0.0445,0.491,0.879,0.000902,7,0.324,-4.018,0,0.0629,139.996,4,0.079,1
"Solo",21,229485,0.245,0.805,0.48,0.00431,11,0.0955,-7.179,0,0.208,98.045,4,0.26,1
"Solo (feat. Demi Lovato)",94,222653,0.0441,0.737,0.636,NA,11,0.35,-4.546,0,0.0437,105.005,4,0.565,1
"Solo (feat. Demi Lovato)",94,222653,0.0441,0.737,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565,1
"Solo (feat. Demi Lovato)",94,222653,0.0441,0.737,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,NA,1
"Solo (feat. Demi Lovato) - Ofenbach Remix",57,228153,0.0122,NA,0.608,0.00257,9,0.149,-7.799,1,0.0866,120.975,4,0.652,1
"Solo Ámame",45,231983,0.216,NA,0.89,5.71e-06,0,0.325,-4.363,1,0.0265,130.027,4,0.96,1
"Solo Dance",71,174933,0.0485,0.746,0.846,0,9,0.195,-2.432,1,0.048,114.955,4,0.403,1
"Solo Se Vive una Vez",56,253266,0.0205,0.744,0.993,4.12e-06,11,0.107,NA,0,0.0548,131.912,4,0.959,1
"Solos los Dos",49,323076,0.0433,0.799,0.632,0.0253,1,0.0853,-9.223,0,0.0808,NA,4,0.576,1
"Solstice",55,152006,-0.599,0.888,0.499,0.0478,0,NA,-7.252,1,0.0469,106.965,4,NA,1
"Soltane Ghalbha",36,279693,0.703,0.261,0.626,8.18e-05,4,0.336,-5.585,0,0.0355,168.348,3,0.358,1
"Sombras - Versión Trío",60,207146,0.594,0.723,0.664,1.35e-06,7,0.31,-4.77,1,0.034,94.962,4,0.483,1
"Some Broken Hearts Never Mend - Single Version",40,168360,0.314,0.638,0.447,0.1,9,0.0727,NA,1,0.0276,97.534,4,0.81,1
"Some Kind Of Drug",74,222466,0.0705,0.586,0.525,0,0,0.0729,-8.968,1,0.498,126.51,NA,0.491,1
"Some Kind Of Rage",40,210093,0.0737,0.522,0.739,0,9,0.174,-3.22,1,0.0307,91.047,4,0.308,1
"Some Nights",72,277040,0.0178,0.672,0.738,6.75e-05,0,NA,-7.045,1,0.0506,107.938,4,NA,1
"Some Nights",72,277040,0.0178,0.672,0.738,6.75e-05,0,0.0927,NA,1,0.0506,107.938,4,0.392,1
"Some Nights",62,198553,0.0978,0.404,0.926,0,4,0.102,NA,0,0.734,85.96,4,0.211,1
"Some Nights",57,156585,0.614,0.752,0.403,0.000135,6,0.109,-7.876,0,0.128,82.023,4,0.384,1
"Somebody",72,238666,0.0938,0.675,NA,0,0,0.121,-3.841,1,0.0675,100.111,4,0.681,1
"Somebody",72,238666,NA,0.675,0.849,0,0,0.121,-3.841,1,0.0675,100.111,4,0.681,1
"Somebody",72,238666,0.0938,0.675,0.849,NA,0,0.121,-3.841,1,0.0675,100.111,4,0.681,1
"Somebody",72,238666,0.0938,0.675,0.849,0,0,0.121,-3.841,1,0.0675,100.111,4,0.681,1
"Somebody",72,238666,0.0938,0.675,0.849,0,0,0.121,-3.841,1,0.0675,100.111,NA,0.681,1
"Somebody",71,223146,0.186,0.532,0.616,0,10,0.0928,-7.074,0,0.0328,101.883,4,0.292,1
"Somebody - Ruhde Remix",55,219053,0.432,0.673,0.662,1.99e-06,1,0.0951,-5.863,1,0.0319,104.038,4,0.167,1
"Somebody Else",75,347520,0.202,0.611,0.799,0.0277,0,0.123,-5.719,1,0.0641,101.038,4,0.51,1
"Somebody Else",75,347520,0.202,0.611,0.799,0.0277,NA,0.123,-5.719,1,0.0641,101.038,4,0.51,1
"Somebody Special",67,198658,0.43,0.559,0.379,0,5,0.0649,-7.217,0,0.0955,172.095,4,NA,1
"Somebody That I Used to Know",56,199360,0.0402,0.594,0.433,0,1,0.104,-7.347,0,0.0334,128.918,4,0.202,1
"Somebody to Love",69,174840,0.408,0.504,0.578,0,4,0.321,-9.302,1,0.031,132.411,4,0.654,1
"Somebody's Knockin'",39,181666,0.233,0.699,0.515,2.56e-06,11,0.0888,NA,0,0.0299,95.044,4,0.734,1
"Someday - Remastered",63,243333,0.0108,0.743,0.67,0.0702,1,0.22,-4.547,0,0.0293,110.832,4,0.934,1
"Someday - Remastered",63,243333,0.0108,0.743,0.67,0.0702,1,0.22,-4.547,0,0.0293,110.832,4,0.934,1
"SOMEONE",28,206287,0.533,0.648,0.623,0,7,0.158,NA,0,0.0683,104,NA,0.533,1
"Someone Like You",79,285040,0.892,0.559,0.33,0,9,0.0975,-8.251,1,NA,135.109,4,0.285,1
"Someone New",52,222813,0.429,0.443,0.533,3.66e-06,7,0.332,-5.956,1,0.0473,183.791,4,0.596,1
"Someone New",52,222813,0.429,0.443,0.533,3.66e-06,7,0.332,-5.956,1,0.0473,183.791,4,0.596,1
"Someone To You",5,219813,0.0056,0.511,0.93,0,2,0.242,-3.649,1,0.0441,75.01,4,0.673,1
"Someone Who Will Talk About Anything",40,136062,0.828,0.573,0.197,0.0416,NA,0.0816,-14.483,1,NA,118.722,4,0.174,1
"Somethin' Stupid",30,162493,NA,0.262,0.328,0,4,0.227,-12.897,1,0.0376,NA,4,0.533,1
"Something About The Way (Hot Or Not)",30,185811,0.0765,0.662,NA,1.48e-05,5,0.324,-5.644,0,0.296,123.108,NA,0.554,1
"Something About You",59,220000,0.722,0.809,0.338,0.34,11,0.113,-11.03,0,0.0349,120.066,4,0.508,1
"Something Better",44,210893,8.14e-06,0.359,0.936,NA,6,0.75,-4.458,0,0.0927,159.994,4,0.35,1
"Something For Your M.I.N.D.",58,165391,0.132,0.698,0.542,NA,2,0.199,-4.317,1,0.131,140.096,4,0.664,1
"Something Fresh to Swing To (Vocal Version)",26,240843,0.379,0.869,0.823,0,8,0.763,-5.069,1,0.305,90.725,4,0.872,1
"Something Good",55,167987,0.138,0.685,0.736,0,8,0.147,-7.086,0,NA,99.93,4,0.591,1
"Something Good",55,NA,0.138,0.685,0.736,0,8,0.147,-7.086,0,0.0413,99.93,NA,0.591,1
"Something Here",52,245386,0.00354,0.436,0.899,0.865,10,0.109,-8.325,1,0.0318,144.93,4,0.611,1
"Something Here",52,245386,0.00354,0.436,0.899,0.865,10,0.109,-8.325,1,0.0318,144.93,4,0.611,1
"Something Just Like This",79,247626,0.0306,0.607,0.649,2.46e-05,11,0.174,-6.695,0,0.0362,102.996,4,0.505,1
"Something Just Like This",79,247626,0.0306,0.607,0.649,2.46e-05,11,0.174,-6.695,0,0.0362,102.996,4,0.505,1
"Something New",50,178146,NA,0.477,0.96,0,9,0.34,-3.856,1,0.0857,93.039,4,0.413,1
"Something On Your Mind",53,203333,NA,0.41,0.598,0.00274,2,0.092,-8.515,1,0.0405,76.445,4,0.262,1
"Something to Hold on To",56,219893,0.743,0.344,0.418,0,3,0.102,-7.811,1,0.0423,99.962,NA,0.0766,1
"Something, in General",47,240937,0.84,0.487,0.203,0.018,4,0.17,-14.686,1,0.0395,127.88,3,0.505,1
"Something's Got A Hold On Me - Single Version",50,170200,0.771,0.474,0.558,0,1,0.839,-6.3,1,0.132,151.221,4,0.619,1
"Sometimes",68,196600,0.0197,NA,0.699,0,9,0.0726,-6.736,1,0.0303,150.007,4,0.96,1
"Sometimes",62,262736,0.105,0.445,0.563,0.000271,7,0.179,-8.904,1,0.0315,94.978,4,0.204,1
"Sometimes",62,262736,0.105,0.445,0.563,0.000271,7,0.179,-8.904,1,0.0315,94.978,4,0.204,1
"Sometimes I Tell Myself I'm Fine",54,158000,0.238,0.737,0.354,0.000102,2,0.111,-13.817,1,0.0343,111.97,4,0.0962,1
"Somewhere",12,171093,0.325,0.556,0.537,0.000113,2,0.232,-6.866,1,0.0282,116.964,4,0.301,1
"Somewhere In Between",47,219322,NA,0.777,0.805,0.00253,0,0.104,-5.889,1,0.0309,118.062,4,0.889,1
"Somewhere Only We Know",71,236160,0.0597,0.447,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,4,NA,1
"Somos Mas Americanos",31,205733,0.292,0.858,NA,0,7,NA,-6.194,1,0.0581,108.061,NA,0.944,1
"Somos Sur",52,226922,0.0666,NA,0.826,0.000741,1,0.11,NA,1,0.213,179.996,4,0.684,1
"Son Cuero Y Boogaloo",33,510400,0.833,0.568,0.757,0.0488,5,0.713,-5.341,1,0.0608,76.169,4,0.745,1
"Son Of A Gun",3,225760,0.5,0.53,NA,0.232,7,0.932,-6.025,1,0.0489,144.749,4,0.778,1
"Son Of A Preacher Man",67,199266,0.545,0.474,0.473,1.25e-06,2,0.0356,NA,1,0.0601,77.583,4,0.561,1
"Son Of Sam",11,184333,0.00698,0.519,0.783,0.000503,9,0.238,-6.261,1,0.0254,96.019,4,0.259,1
"Son Tus Miradas",39,173933,0.565,0.604,0.532,1.67e-06,10,0.197,-10.053,1,0.0268,106.861,4,0.834,1
"Song 2 - 2012 Remastered Version",77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918,1
"Song 2 - 2012 Remastered Version",77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918,1
"Song 2 - 2012 Remastered Version",77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,NA,0.918,1
"Song About You",71,190389,0.154,0.585,0.82,6.65e-06,2,0.0868,-3.212,1,0.0734,174.041,4,0.621,1
"Song For Vince",43,218100,0.578,0.485,0.498,0.415,7,0.126,-5.095,1,0.0426,165.884,NA,0.157,1
"Song For Zula",62,370200,0.729,0.492,0.626,0.533,4,0.0509,-8.26,1,0.0349,86.016,4,0.524,1
"Song To The Siren",42,215733,0.84,0.209,0.0978,4.61e-06,10,NA,NA,1,0.0446,125.076,3,0.0869,1
"Song To The Siren",42,215733,0.84,0.209,0.0978,4.61e-06,10,0.157,-20.091,1,0.0446,125.076,3,0.0869,1
"Sonic",16,242000,0.00974,0.649,0.842,0.00199,8,0.0464,-4.146,1,0.161,103.806,3,0.651,1
"Sonido Bestial",51,598853,0.114,0.538,0.691,0.028,10,NA,-10.669,0,0.0784,108.242,4,0.265,1
"Son's Gonna Rise - New Radio Mix",55,231866,0.0875,0.598,0.786,0,9,0.0945,-3.601,0,0.0463,79.785,4,0.547,1
"Soon - Remastered Version",46,421066,4.84e-06,0.421,0.931,0.879,NA,NA,-9.075,0,0.043,109.555,4,0.642,1
"Sooner Or Later",11,212564,0.127,0.737,0.729,NA,5,0.077,-6.817,0,0.0354,111.937,NA,0.436,1
"Sophia",25,217461,0.135,0.625,0.674,0,9,0.0478,-5.271,1,0.0362,NA,4,0.866,1
"Sophie",61,305001,0.819,0.59,NA,0.00789,11,0.195,-13.253,0,0.0357,144.003,4,0.326,1
"Sophomore",27,152332,0.00613,0.657,0.603,0.867,8,0.118,-9.779,0,0.0393,152.008,4,0.483,1
"SOPRANO",48,166693,NA,0.78,0.493,0,5,0.218,-5.994,0,0.296,135.972,4,0.22,1
"Sorrow - Acoustic",43,180706,0.921,NA,0.224,0,0,0.102,-10.558,1,0.0288,143.982,4,0.292,1
"Sorrow Tears and Blood",18,615906,0.157,0.834,0.803,0.00381,5,0.167,-5.551,0,0.205,101.368,4,0.825,1
"Sorry",65,165697,0.715,0.618,0.255,0,7,0.0958,-12.5,1,0.0396,85.943,4,0.547,1
"Sorry",59,200786,0.0797,0.654,0.76,0,0,0.299,-3.669,0,NA,99.945,4,0.41,1
"Sorry",51,211945,0.0284,0.498,0.935,8.1e-05,7,0.0772,-4.266,1,0.0408,159.984,4,0.752,1
"Sorry",45,307096,0.356,0.844,0.591,0,6,0.191,-7.147,0,0.0501,127.011,4,NA,1
"Sorry - Spa Version",41,228000,0.643,0.593,0.37,0.873,11,0.0805,-16.48,1,0.0412,79.992,4,NA,1
"Sorry Not Sorry",84,203760,0.0223,0.702,0.635,0,11,0.283,-6.917,0,0.265,144.004,4,0.873,1
"Sou Favela",75,172173,0.0306,0.716,0.66,0,7,0.287,-4.365,0,0.0497,150.067,4,0.797,1
"Soul Man",63,159000,0.263,0.79,0.41,NA,0,0.174,-13.241,1,0.0343,112.345,4,0.815,1
"Soul Sista",50,318666,NA,0.701,0.322,4.84e-06,8,NA,-10.379,0,0.133,145.848,4,0.675,1
"SOULFLY",41,203182,0.0701,0.642,0.507,7.75e-05,10,0.122,-9.686,0,0.162,89.841,4,NA,1
"SoulFourtyFive",44,NA,0.444,0.678,0.279,0.852,9,0.0874,-14.645,0,0.0487,140.098,5,0.445,1
"Soulful",32,219596,0.00332,0.575,0.883,6.77e-05,2,0.139,-6.108,0,0.0301,114.988,4,0.438,1
"Soun tha mi primer amor",5,190933,0.0609,0.837,0.829,0.246,10,0.0709,-7.243,0,0.125,104.338,4,0.722,1
"Sound and Vision - 1999 Remastered Version",15,184533,0.00146,0.657,0.732,0.412,2,0.146,-10.007,1,0.0399,106.213,4,0.835,1
"Sound of da Police",66,258506,0.124,0.794,0.95,7.71e-05,1,0.133,-8.78,1,0.294,94.984,4,NA,1
"Soundboy Killa",52,245186,0.000439,0.581,0.966,0.000115,7,0.0752,-6.117,1,0.117,94.992,4,NA,1
"Soundclash",43,201204,0.297,0.666,0.991,2.22e-05,11,0.395,-1.704,0,0.311,154.978,4,0.797,1
"Sounds Good To Me",66,194666,0.194,0.674,0.697,0.0951,8,0.195,NA,1,0.0402,106.001,4,0.646,1
"Sounds Like Help",34,207800,0.652,0.623,0.444,1.63e-06,0,0.119,NA,1,0.0276,126.014,4,0.137,1
"Soundwaves of Gold",58,176400,0.753,0.601,0.538,0,9,0.0991,-5.993,0,0.0297,149.963,3,0.379,1
"Sour Times",20,254000,0.0526,0.704,0.64,0.307,8,0.155,-6.697,0,0.0403,94.077,4,0.555,1
"Source",71,203901,0.0271,0.662,0.803,0.0511,11,0.127,NA,1,0.0447,126.059,4,0.11,1
"Source",71,203901,NA,0.662,0.803,0.0511,11,0.127,-7.19,1,0.0447,126.059,4,0.11,1
"Soy Puerto Rico",33,517408,0.557,0.807,0.93,1.82e-05,2,0.107,-2.039,1,0.0729,96.984,4,0.727,1
"Soy un Truhán, Soy un Señor",50,183546,0.565,0.576,0.698,0,0,0.386,-5.181,1,0.0321,98.855,4,0.708,1
"Soy Yo",65,159800,0.04,0.888,0.581,NA,11,0.0788,-7.631,0,0.172,117.039,4,0.798,1
"Space Oddity - 2015 Remastered Version",72,318813,0.0748,0.299,0.443,0.000138,0,0.177,-12.621,1,NA,139.539,4,0.434,1
"Space Oddity - 2015 Remastered Version",72,318813,0.0748,0.299,0.443,0.000138,0,0.177,-12.621,1,0.0346,NA,4,NA,1
"Space Oddity - 2015 Remastered Version",72,318813,0.0748,0.299,0.443,0.000138,0,0.177,-12.621,1,NA,139.539,4,0.434,1
"Space Palace",36,240000,7.62e-05,0.737,0.662,0.204,6,0.0496,-7.497,1,0.0441,128.005,4,0.888,1
"Spaceland",52,163559,NA,0.524,0.14,0.000238,4,0.162,-22.196,0,0.137,134.877,NA,0.26,1
"Spaceman",51,226000,0.000222,0.538,0.948,0.775,4,0.281,-4.669,0,0.045,126.969,4,0.0363,1
"Spaceman",8,242493,0.0161,0.46,0.873,4.27e-05,0,0.255,-7.96,1,0.0602,146.247,4,0.485,1
"Spaceship (feat. Uffie)",71,167079,0.322,0.518,0.842,0,10,0.101,-1.816,1,0.0828,NA,4,0.375,1
"Spaceships",49,217200,0.144,0.847,0.674,1.42e-05,1,0.0842,-5.836,0,0.0896,137.035,4,0.803,1
"Spanish Grease",8,164118,0.3,0.796,0.585,NA,3,0.327,NA,1,0.0338,127.252,4,0.87,1
"Spare Me",59,154666,0.118,0.899,0.435,0.87,4,0.578,-6.144,0,0.084,90.023,4,0.385,1
"Sparky's Dream",24,195800,0.003,0.473,0.96,NA,4,0.346,-6.444,0,0.0766,124.867,4,0.301,1
"Sparrow and the Wolf",43,219952,0.248,0.533,0.604,0.0106,7,0.103,-8.586,1,0.039,127.015,4,NA,1
"Sparta",33,65533,0.314,0.553,0.833,0.576,11,0.237,-9.427,0,0.0812,99.928,1,0.0366,1
"Sparta",16,355122,0.000924,0.675,0.73,0.892,5,0.0348,-10.928,0,0.0367,120.004,3,0.783,1
"Spartan Force",39,388905,0.0099,0.645,0.924,0.847,1,0.393,NA,1,0.155,138.052,4,0.068,1
"Speak Easy",22,NA,0.36,0.496,0.85,0.00402,11,0.139,NA,0,0.0405,82.512,4,0.143,1
"Speak in Tongues",0,233265,0.0174,0.6,NA,4.79e-05,0,0.23,-6.028,0,0.0326,113.999,4,0.741,1
"Speakerbox (feat. Ohana Bam & Lafa Taylor) - F8 Remix",32,NA,0.0208,0.576,0.88,8.99e-05,NA,0.334,-2.01,0,0.126,87.969,NA,0.514,1
"Speaking Of",56,202247,0.479,0.458,0.502,0,1,0.102,-7.483,1,0.361,174.098,3,0.612,1
"Speaking Of",56,202247,0.479,0.458,0.502,0,1,0.102,-7.483,1,0.361,174.098,3,0.612,1
"Speculate",54,210280,0.701,0.593,0.25,1.23e-06,11,0.421,-10.152,0,0.0349,119.893,4,0.449,1
"Speechless",80,212745,0.328,0.631,0.44,0,1,0.239,-5.948,1,NA,136.033,4,0.418,1
"Speechless",80,NA,0.328,0.631,0.44,0,1,0.239,-5.948,1,0.028,136.033,4,0.418,1
"Speechless",80,212745,0.328,0.631,0.44,0,1,0.239,-5.948,1,NA,136.033,4,0.418,1
"Speechless",80,212745,0.328,0.631,0.44,0,1,0.239,-5.948,1,0.028,136.033,4,0.418,1
"Speechless / Deaf",35,208081,2.09e-05,0.198,0.995,1.11e-06,10,0.357,-1.626,0,0.141,170.02,4,0.331,1
"Spellbound",16,197013,0.0107,0.415,0.853,0.000499,7,0.536,-11.098,1,NA,148.494,4,0.302,1
"Spellbound",3,NA,0.00119,0.456,NA,9.81e-05,7,0.121,-7.124,1,0.0412,148.501,4,0.282,1
"Spent So Long",52,NA,0.0857,0.582,NA,0,9,0.174,-9.348,1,0.0291,137.95,4,0.436,1
"Spice",66,166722,0.00504,0.864,0.743,0.0708,7,0.059,-6.431,1,0.0889,117.937,4,0.887,1
"Spin The Block (feat. Future)",69,NA,0.002,0.833,0.549,NA,5,0.133,-7.215,0,0.22,175.954,4,0.328,1
"Spin The Block (feat. Future)",69,262328,0.002,0.833,0.549,2.37e-06,5,0.133,-7.215,0,0.22,NA,4,0.328,1
"Spin The Block (feat. Future)",69,262328,-0.998,0.833,0.549,NA,5,0.133,-7.215,0,0.22,175.954,4,0.328,1
